id_credito,regla,motivo
CRED-00503,duplicado_id,id_credito=CRED-00503 aparece 2 veces (duplicado)
CRED-00494,duplicado_id,id_credito=CRED-00494 aparece 2 veces (duplicado)
CRED-00542,duplicado_id,id_credito=CRED-00542 aparece 2 veces (duplicado)
CRED-00550,duplicado_id,id_credito=CRED-00550 aparece 2 veces (duplicado)
CRED-00491,duplicado_id,id_credito=CRED-00491 aparece 2 veces (duplicado)
CRED-00265,duplicado_id,id_credito=CRED-00265 aparece 2 veces (duplicado)
CRED-00649,duplicado_id,id_credito=CRED-00649 aparece 2 veces (duplicado)
CRED-00199,duplicado_id,id_credito=CRED-00199 aparece 2 veces (duplicado)
CRED-00684,duplicado_id,id_credito=CRED-00684 aparece 2 veces (duplicado)
CRED-00685,duplicado_id,id_credito=CRED-00685 aparece 2 veces (duplicado)
CRED-00649,duplicado_id,id_credito=CRED-00649 aparece 2 veces (duplicado)
CRED-00358,duplicado_id,id_credito=CRED-00358 aparece 2 veces (duplicado)
CRED-00797,duplicado_id,id_credito=CRED-00797 aparece 2 veces (duplicado)
CRED-00098,duplicado_id,id_credito=CRED-00098 aparece 2 veces (duplicado)
CRED-00881,duplicado_id,id_credito=CRED-00881 aparece 2 veces (duplicado)
CRED-00918,duplicado_id,id_credito=CRED-00918 aparece 2 veces (duplicado)
CRED-00416,duplicado_id,id_credito=CRED-00416 aparece 2 veces (duplicado)
CRED-00296,duplicado_id,id_credito=CRED-00296 aparece 2 veces (duplicado)
CRED-00392,duplicado_id,id_credito=CRED-00392 aparece 2 veces (duplicado)
CRED-01130,duplicado_id,id_credito=CRED-01130 aparece 2 veces (duplicado)
CRED-01224,duplicado_id,id_credito=CRED-01224 aparece 2 veces (duplicado)
CRED-01130,duplicado_id,id_credito=CRED-01130 aparece 2 veces (duplicado)
CRED-00797,duplicado_id,id_credito=CRED-00797 aparece 2 veces (duplicado)
CRED-01304,duplicado_id,id_credito=CRED-01304 aparece 2 veces (duplicado)
CRED-01322,duplicado_id,id_credito=CRED-01322 aparece 2 veces (duplicado)
CRED-01325,duplicado_id,id_credito=CRED-01325 aparece 2 veces (duplicado)
CRED-01346,duplicado_id,id_credito=CRED-01346 aparece 2 veces (duplicado)
CRED-01224,duplicado_id,id_credito=CRED-01224 aparece 2 veces (duplicado)
CRED-01443,duplicado_id,id_credito=CRED-01443 aparece 2 veces (duplicado)
CRED-01446,duplicado_id,id_credito=CRED-01446 aparece 2 veces (duplicado)
CRED-00918,duplicado_id,id_credito=CRED-00918 aparece 2 veces (duplicado)
CRED-01520,duplicado_id,id_credito=CRED-01520 aparece 2 veces (duplicado)
CRED-00685,duplicado_id,id_credito=CRED-00685 aparece 2 veces (duplicado)
CRED-00110,duplicado_id,id_credito=CRED-00110 aparece 2 veces (duplicado)
CRED-01604,duplicado_id,id_credito=CRED-01604 aparece 2 veces (duplicado)
CRED-01698,duplicado_id,id_credito=CRED-01698 aparece 2 veces (duplicado)
CRED-01703,duplicado_id,id_credito=CRED-01703 aparece 2 veces (duplicado)
CRED-00462,duplicado_id,id_credito=CRED-00462 aparece 2 veces (duplicado)
CRED-00405,duplicado_id,id_credito=CRED-00405 aparece 2 veces (duplicado)
CRED-01819,duplicado_id,id_credito=CRED-01819 aparece 2 veces (duplicado)
CRED-01860,duplicado_id,id_credito=CRED-01860 aparece 2 veces (duplicado)
CRED-01604,duplicado_id,id_credito=CRED-01604 aparece 2 veces (duplicado)
CRED-02038,duplicado_id,id_credito=CRED-02038 aparece 2 veces (duplicado)
CRED-01698,duplicado_id,id_credito=CRED-01698 aparece 2 veces (duplicado)
CRED-01304,duplicado_id,id_credito=CRED-01304 aparece 2 veces (duplicado)
CRED-02273,duplicado_id,id_credito=CRED-02273 aparece 2 veces (duplicado)
CRED-02318,duplicado_id,id_credito=CRED-02318 aparece 2 veces (duplicado)
CRED-01703,duplicado_id,id_credito=CRED-01703 aparece 2 veces (duplicado)
CRED-00542,duplicado_id,id_credito=CRED-00542 aparece 2 veces (duplicado)
CRED-00684,duplicado_id,id_credito=CRED-00684 aparece 2 veces (duplicado)
CRED-02498,duplicado_id,id_credito=CRED-02498 aparece 2 veces (duplicado)
CRED-01346,duplicado_id,id_credito=CRED-01346 aparece 2 veces (duplicado)
CRED-00881,duplicado_id,id_credito=CRED-00881 aparece 2 veces (duplicado)
CRED-02498,duplicado_id,id_credito=CRED-02498 aparece 2 veces (duplicado)
CRED-02726,duplicado_id,id_credito=CRED-02726 aparece 2 veces (duplicado)
CRED-00072,duplicado_id,id_credito=CRED-00072 aparece 2 veces (duplicado)
CRED-02758,duplicado_id,id_credito=CRED-02758 aparece 2 veces (duplicado)
CRED-00429,duplicado_id,id_credito=CRED-00429 aparece 2 veces (duplicado)
CRED-00022,duplicado_id,id_credito=CRED-00022 aparece 2 veces (duplicado)
CRED-03111,duplicado_id,id_credito=CRED-03111 aparece 2 veces (duplicado)
CRED-00197,duplicado_id,id_credito=CRED-00197 aparece 2 veces (duplicado)
CRED-02758,duplicado_id,id_credito=CRED-02758 aparece 2 veces (duplicado)
CRED-03573,duplicado_id,id_credito=CRED-03573 aparece 2 veces (duplicado)
CRED-01819,duplicado_id,id_credito=CRED-01819 aparece 2 veces (duplicado)
CRED-03573,duplicado_id,id_credito=CRED-03573 aparece 2 veces (duplicado)
CRED-02726,duplicado_id,id_credito=CRED-02726 aparece 2 veces (duplicado)
CRED-02273,duplicado_id,id_credito=CRED-02273 aparece 2 veces (duplicado)
CRED-03111,duplicado_id,id_credito=CRED-03111 aparece 2 veces (duplicado)
CRED-01860,duplicado_id,id_credito=CRED-01860 aparece 2 veces (duplicado)
CRED-00103,duplicado_id,id_credito=CRED-00103 aparece 2 veces (duplicado)
CRED-04204,duplicado_id,id_credito=CRED-04204 aparece 2 veces (duplicado)
CRED-04204,duplicado_id,id_credito=CRED-04204 aparece 2 veces (duplicado)
CRED-01443,duplicado_id,id_credito=CRED-01443 aparece 2 veces (duplicado)
CRED-00347,duplicado_id,id_credito=CRED-00347 aparece 2 veces (duplicado)
CRED-00550,duplicado_id,id_credito=CRED-00550 aparece 2 veces (duplicado)
CRED-02318,duplicado_id,id_credito=CRED-02318 aparece 2 veces (duplicado)
CRED-02038,duplicado_id,id_credito=CRED-02038 aparece 2 veces (duplicado)
CRED-01520,duplicado_id,id_credito=CRED-01520 aparece 2 veces (duplicado)
CRED-01322,duplicado_id,id_credito=CRED-01322 aparece 2 veces (duplicado)
CRED-01325,duplicado_id,id_credito=CRED-01325 aparece 2 veces (duplicado)
CRED-01446,duplicado_id,id_credito=CRED-01446 aparece 2 veces (duplicado)
CRED-00196,formato_fecha_invalido,fecha_originacion='2024-02-30' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-00223,formato_fecha_invalido,fecha_originacion='16/06/2024' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-00285,formato_fecha_invalido,fecha_originacion='2024-13-12' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-00398,formato_fecha_invalido,fecha_originacion='2024-13-13' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-00477,formato_fecha_invalido,fecha_originacion='2024-13-01' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-00543,formato_fecha_invalido,fecha_originacion='13/10/2024' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-00647,formato_fecha_invalido,fecha_originacion='02/07/2024' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-00688,formato_fecha_invalido,fecha_originacion='27/07/2024' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-00711,formato_fecha_invalido,fecha_originacion='2024-13-20' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-00800,formato_fecha_invalido,fecha_originacion='15/08/2024' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-00804,formato_fecha_invalido,fecha_originacion='2024-13-10' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-00098,formato_fecha_invalido,fecha_originacion='08/08/2024' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-00892,formato_fecha_invalido,fecha_originacion='2024-02-30' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-00947,formato_fecha_invalido,fecha_originacion='2024-13-17' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-00979,formato_fecha_invalido,fecha_originacion='2024-02-30' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-01076,formato_fecha_invalido,fecha_originacion='26/11/2024' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-01290,formato_fecha_invalido,fecha_originacion='25/04/2024' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-01327,formato_fecha_invalido,fecha_originacion='06/08/2024' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-01515,formato_fecha_invalido,fecha_originacion='2024-13-23' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-01579,formato_fecha_invalido,fecha_originacion='2024-02-30' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-01773,formato_fecha_invalido,fecha_originacion='2024-02-30' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-01836,formato_fecha_invalido,fecha_originacion='2024-13-09' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-01882,formato_fecha_invalido,fecha_originacion='26/08/2024' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-02197,formato_fecha_invalido,fecha_originacion='2024-02-30' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-02199,formato_fecha_invalido,fecha_originacion='01/11/2024' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-02215,formato_fecha_invalido,fecha_originacion='2024-02-30' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-02421,formato_fecha_invalido,fecha_originacion='2024-02-30' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-02679,formato_fecha_invalido,fecha_originacion='11/09/2024' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-02859,formato_fecha_invalido,fecha_originacion='10/10/2024' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-02867,formato_fecha_invalido,fecha_originacion='2024-13-17' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-03027,formato_fecha_invalido,fecha_originacion='2024-02-30' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-03251,formato_fecha_invalido,fecha_originacion='01/05/2024' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-03314,formato_fecha_invalido,fecha_originacion='2024-13-02' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-03443,formato_fecha_invalido,fecha_originacion='2024-13-03' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-03515,formato_fecha_invalido,fecha_originacion='03/02/2024' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-03577,formato_fecha_invalido,fecha_originacion='2024-13-10' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-03726,formato_fecha_invalido,fecha_originacion='08/09/2024' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-03752,formato_fecha_invalido,fecha_originacion='28/08/2024' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-04212,formato_fecha_invalido,fecha_originacion='2024-13-18' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-04406,formato_fecha_invalido,fecha_originacion='11/01/2024' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-04594,formato_fecha_invalido,fecha_originacion='25/09/2024' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-04600,formato_fecha_invalido,fecha_originacion='2024-13-13' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-04610,formato_fecha_invalido,fecha_originacion='2024-13-03' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-04719,formato_fecha_invalido,fecha_originacion='19/05/2024' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-04787,formato_fecha_invalido,fecha_originacion='2024-13-06' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-04881,formato_fecha_invalido,fecha_originacion='2024-02-30' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-01520,formato_fecha_invalido,fecha_originacion='2024-02-30' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-04895,formato_fecha_invalido,fecha_originacion='2024-13-14' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-04905,formato_fecha_invalido,fecha_originacion='2024-02-30' no cumple con el formato YYYY-MM-DD o no es una fecha valida
CRED-04920,formato_fecha_invalido,fecha_originacion='2024-02-30' no cumple con el formato YYYY-MM-DD o no es una fecha valida
